id,desc,pad2,pad1,pad0,name,dmg_range,item_damage_modifier,stat_socket_mul_1,stat_socket_mul_2,stat_socket_mul_3,stat_socket_mul_4,stat_socket_mul_5,stat_socket_mul_6,stat_socket_mul_7,stat_socket_mul_8,stat_socket_mul_9,stat_socket_mul_10,stat_alloc_1,stat_alloc_2,stat_alloc_3,stat_alloc_4,stat_alloc_5,stat_alloc_6,stat_alloc_7,stat_alloc_8,stat_alloc_9,stat_alloc_10,flags_1,flags_2,flags_3,flags_4,faction_conv_id,gem_props,socket_bonus,rand_suffix,rand_prop,delay,scale_stat_dist,ilevel,class_mask,damage_type,stat_type_1,stat_type_2,stat_type_3,stat_type_4,stat_type_5,stat_type_6,stat_type_7,stat_type_8,stat_type_9,stat_type_10,inv_type,quality
145823,,,,,Ferocious Gladiator's Insignia of Conquest,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8193,8454144,0,145822,0,0,0,0,0,0,176,65535,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145824,,,,,Ferocious Gladiator's Badge of Dominance,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8194,8454144,0,145825,0,0,0,0,0,0,176,65535,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145825,,,,,Ferocious Gladiator's Badge of Dominance,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8193,8454144,0,145824,0,0,0,0,0,0,176,65535,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145826,,,,,Ferocious Gladiator's Accolade of Dominance,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8194,8454144,0,145827,0,0,0,0,0,0,176,65535,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145827,,,,,Ferocious Gladiator's Accolade of Dominance,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8193,8454144,0,145826,0,0,0,0,0,0,176,65535,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145828,,,,,Ferocious Gladiator's Insignia of Dominance,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8194,8454144,0,145829,0,0,0,0,0,0,176,65535,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145829,,,,,Ferocious Gladiator's Insignia of Dominance,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8193,8454144,0,145828,0,0,0,0,0,0,176,65535,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145830,,,,,Ferocious Gladiator's Badge of Victory,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8194,8454144,0,145831,0,0,0,0,0,0,176,65535,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145831,,,,,Ferocious Gladiator's Badge of Victory,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8193,8454144,0,145830,0,0,0,0,0,0,176,65535,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145832,,,,,Ferocious Gladiator's Accolade of Victory,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8194,8454144,0,145833,0,0,0,0,0,0,176,65535,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145833,,,,,Ferocious Gladiator's Accolade of Victory,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8193,8454144,0,145832,0,0,0,0,0,0,176,65535,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145834,,,,,Ferocious Gladiator's Insignia of Victory,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8194,8454144,0,145835,0,0,0,0,0,0,176,65535,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145835,,,,,Ferocious Gladiator's Insignia of Victory,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6667,0,0,0,0,0,0,0,0,0,524288,8193,8454144,0,145834,0,0,0,0,0,0,176,65535,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4
145836,,,,,Ferocious Gladiator's Felweave Treads,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145837,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
145837,,,,,Ferocious Gladiator's Felweave Treads,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145836,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
145838,,,,,Ferocious Gladiator's Felweave Handguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145839,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
145839,,,,,Ferocious Gladiator's Felweave Handguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145838,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
145840,,,,,Ferocious Gladiator's Felweave Cowl,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145841,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
145841,,,,,Ferocious Gladiator's Felweave Cowl,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145840,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
145842,,,,,Ferocious Gladiator's Felweave Trousers,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145843,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
145843,,,,,Ferocious Gladiator's Felweave Trousers,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145842,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
145844,,,,,Ferocious Gladiator's Felweave Raiment,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145845,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,20,4
145845,,,,,Ferocious Gladiator's Felweave Raiment,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145844,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,20,4
145846,,,,,Ferocious Gladiator's Felweave Amice,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145847,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
145847,,,,,Ferocious Gladiator's Felweave Amice,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145846,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
145848,,,,,Ferocious Gladiator's Felweave Cord,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145849,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
145849,,,,,Ferocious Gladiator's Felweave Cord,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145848,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
145850,,,,,Ferocious Gladiator's Felweave Bracers,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145851,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
145851,,,,,Ferocious Gladiator's Felweave Bracers,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145850,0,0,0,0,0,0,176,256,0,5,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
145852,,,,,Ferocious Gladiator's Plate Chestpiece,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145853,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,5,4
145853,,,,,Ferocious Gladiator's Plate Chestpiece,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145852,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,5,4
145854,,,,,Ferocious Gladiator's Plate Warboots,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145855,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
145855,,,,,Ferocious Gladiator's Plate Warboots,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145854,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,8,4
145856,,,,,Ferocious Gladiator's Plate Gauntlets,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145857,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
145857,,,,,Ferocious Gladiator's Plate Gauntlets,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145856,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,10,4
145858,,,,,Ferocious Gladiator's Plate Helm,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145859,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
145859,,,,,Ferocious Gladiator's Plate Helm,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145858,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,1,4
145860,,,,,Ferocious Gladiator's Plate Legguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145861,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
145861,,,,,Ferocious Gladiator's Plate Legguards,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145860,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,7,4
145862,,,,,Ferocious Gladiator's Plate Shoulders,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145863,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
145863,,,,,Ferocious Gladiator's Plate Shoulders,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145862,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,3,4
145864,,,,,Ferocious Gladiator's Plate Girdle,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145865,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
145865,,,,,Ferocious Gladiator's Plate Girdle,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145864,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,6,4
145866,,,,,Ferocious Gladiator's Plate Wristplates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8194,8454144,4,145867,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
145867,,,,,Ferocious Gladiator's Plate Wristplates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5259,7889,0,0,0,0,0,0,0,0,0,8193,8454144,4,145866,0,0,0,0,0,0,176,1,0,74,7,-1,-1,-1,-1,-1,-1,-1,-1,9,4
146666,"Shadow and star, darkness and light, despair and hope.",,,,"Celumbra, the Night's Dichotomy",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,5259,4000,3000,0,0,0,0,0,0,1073774624,12352,276824064,0,0,0,0,0,0,0,0,190,400,0,7,5,36,32,-1,-1,-1,-1,-1,-1,3,5
146667,His bravery was contagious.,,,,Rethu's Incessant Courage,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,5259,4000,3000,0,0,0,0,0,0,1073774624,12352,276824064,0,0,0,0,0,0,0,0,190,35,0,7,74,36,49,-1,-1,-1,-1,-1,-1,6,5
146668,"Even in death, the spirits of the owls watch over their masters, so long as they have a steady glove to perch upon.",,,,Vigilance Perch,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,5259,4000,3000,0,0,0,0,0,0,1073774624,12352,276824064,0,0,0,0,0,0,0,0,190,68,0,7,73,49,36,-1,-1,-1,-1,-1,-1,10,5
146669,"Her spirit is bound within the leather of these treads, anchoring her to this world.",,,,The Sentinel's Eternal Refuge,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7889,5259,3000,4000,0,0,0,0,0,0,1073774624,12352,276824064,0,0,0,0,0,0,0,0,190,3592,0,7,73,32,49,-1,-1,-1,-1,-1,-1,8,5
146804,,,,,Helm of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,180,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146809,,,,,Chest of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,180,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146810,,,,,Leggings of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,180,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146811,,,,,Pauldrons of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,180,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146812,,,,,Gloves of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,180,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146813,,,,,Cinch of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,180,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146814,,,,,Treads of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,180,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146815,,,,,Bracers of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,180,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146816,,,,,Cloak of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,180,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146817,,,,,Helm of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,188,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146818,,,,,Chest of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,188,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146819,,,,,Leggings of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,188,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146820,,,,,Pauldrons of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,188,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146821,,,,,Gloves of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,188,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146822,,,,,Cinch of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,188,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146823,,,,,Treads of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,188,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146824,,,,,Bracers of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,188,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146825,,,,,Cloak of the Cruel Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,188,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146826,,,,,Helm of the Ferocious Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,186,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146827,,,,,Chest of the Ferocious Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,186,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146828,,,,,Leggings of the Ferocious Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,186,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146829,,,,,Pauldrons of the Ferocious Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,186,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146830,,,,,Gloves of the Ferocious Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,186,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146831,,,,,Cinch of the Ferocious Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,186,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146832,,,,,Treads of the Ferocious Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,186,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146833,,,,,Bracers of the Ferocious Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,186,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146834,,,,,Cloak of the Ferocious Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,186,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146835,,,,,Helm of the Ferocious Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,195,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
146836,,,,,Chest of the Ferocious Gladiator,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,4160,24576,0,2,0,0,0,0,0,0,0,195,65535,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4
